spec,covariate,beta_selection,beta_outcome,se_selection,se_outcome,pval_selection,pval_outcome,n_obs,fallback
Han,RecipientPop,0.712127905293404,-0.00818698753074967,0.391333258653877,0.325389097258647,0.0687973935921471,0.97992685724576,1400,FALSE
Han,ProviderPop,1.58326583635544,0.499277937747541,1.30741165502311,0.735048992373514,0.225898241696036,0.496982996629487,1400,FALSE
Han,Recipientdebt,-0.318801940433911,-0.559541063296708,0.241103489879495,0.210610962927602,0.186080980221916,0.00788974969543532,1400,FALSE
Han,Providerdebt,0.71832033840687,0.138013393379535,0.289528115357792,0.116405490769475,0.0131012996698761,0.235769972175894,1400,FALSE
Han,RecipientfisB,0.293299358876654,-1.06496519071503,1.58669774170115,1.19004676772577,0.85334753885504,0.370843988698506,1400,FALSE
Han,ProviderfisB,9.20187039747201,2.9527803855922,2.3201798124716,1.15814217544705,7.30839403171313e-05,0.0107851625908497,1400,FALSE
Han,distw,-0.186192204577207,-0.472941019604981,0.124489049045059,0.0845033620125285,0.13474455455854,2.18454563327697e-08,1400,FALSE
Rio,colony,-0.241529596150304,-0.0581399809999351,0.185668301054418,0.0276690804697795,0.193304296259684,0.0356179937204422,1400,FALSE
Rio,comlang,0.44609956594317,0.107022869525535,0.131018272750166,0.0232525726877244,0.00066196705826993,4.1719925842898e-06,1400,FALSE
Rio,comrelig,0.0313366581464076,-0.139218479795928,0.302929975923653,0.0544653197638035,0.917609623881485,0.010585450374647,1400,FALSE
Rio,wto,-0.241992042073358,0.00648229469539483,0.195595328978856,0.0283011664992433,0.216009993151851,0.818832457319275,1400,FALSE
Rio,EIA,0.0263507058077346,-0.0119850261125487,0.0601451772593135,0.0088872540198899,0.66130049319675,0.177477221000474,1400,FALSE
Rio,InvestAgree,0.529663556921071,0.118443133555627,0.120541387927695,0.019450649087042,1.11263853410648e-05,1.13321863004501e-09,1400,FALSE
Rio,MDBDummy,0.408731463216894,0.409712471979414,0.212458730811094,0.0486692576195589,0.054377676226645,0,1400,FALSE
Rio,NDCActOnly,0.155205304165609,0.0824086864236512,0.145628175038939,0.0253731896315235,0.286530220955614,0.00116274554935369,1400,FALSE
Rio,NDCnonGHG,-0.049035593041734,0.0402823671560506,0.135523384447574,0.0224049165068535,0.717483666528028,0.0721888396996293,1400,FALSE
Rio,NDC15,-0.746060516461439,0.157887430492966,0.816949796003621,2.64548945414235,0.36112322753074,0.952409110143358,1400,FALSE
Rio,NDC16,0.286317400403768,0.00150793195448126,0.351983272418644,0.0589071681619511,0.415965626296882,0.979577625695628,1400,FALSE
Rio,NDC17,-0.00361374353132024,0.0145819213722307,0.348743500727444,0.0609948325058777,0.991732323139225,0.811052743387069,1400,FALSE
Rio,NDC18,0.461424228978695,0.052408090107351,0.391314735155563,0.0639851273617735,0.238332897786428,0.412748332942915,1400,FALSE
Rio,RecipientWRIVul,1.0378694559081,0.273911247478393,0.731998490138448,0.147599992621807,0.156232409885459,0.0634867259609082,1400,FALSE
Rio,CPIAPublicAdm,0.10311941119344,0.0139125134836053,0.156982116594398,0.0258463070647799,0.511253989164997,0.590384736497941,1400,FALSE
Rio,CPIAbudget,-0.0310682211503427,0.0117208034095962,0.141514560028533,0.0245178874017091,0.826228793297462,0.632613824563306,1400,FALSE
Rio,RecipientGDPtot,0.0683589993092943,0.0567750158235172,0.0446045321867991,0.00801530630231886,0.125384980838199,1.40731870601485e-12,1400,FALSE
Rio,ProviderGDPtot,0.0455298926689085,0.0131535909260424,0.0730494845152816,0.0146006399575245,0.533104046388719,0.367646065890789,1400,FALSE
Rio,RecipientPop,0.51387231050976,-0.0702316407190562,0.412001863641031,0.0817066293971259,0.212303187936819,0.390032372455995,1400,FALSE
Rio,ProviderPop,2.7345146125725,0.372423434720533,1.47104061348315,0.215141697189561,0.0630415824028296,0.0834408577491175,1400,FALSE
Rio,Recipientdebt,-0.281632526383955,-0.0147830910440287,0.241940820933794,0.0453110332747328,0.244401549162486,0.744229096306069,1400,FALSE
Rio,Providerdebt,0.776691392648576,0.0814669234744958,0.318384011222103,0.035284273434294,0.0147084212986945,0.0209506025656312,1400,FALSE
Rio,RecipientfisB,-0.246027122229576,0.303941114838257,1.58576958497241,0.276817519467778,0.876705565108226,0.272211621790698,1400,FALSE
Rio,ProviderfisB,11.5294693318915,1.33052732811961,2.55959975042817,0.295152131443883,6.65597253424188e-06,6.5460886409241e-06,1400,FALSE
Rio,distw,-0.242377351407894,-0.0870230517648506,0.130728058112273,0.0226943375797418,0.0637309179384167,0.000125783568170501,1400,FALSE
BERT,colony,-0.137204073062415,0.101053498718729,0.142982712449741,0.0895501857445264,0.337264096917083,0.259127133073009,1400,FALSE
BERT,comlang,0.393355455483918,0.217772933997825,0.112089401859263,0.0740076202212582,0.000449286047779829,0.00325495486501581,1400,FALSE
BERT,comrelig,-0.0868666497895788,-0.676827816065317,0.231083751187828,0.226480637901445,0.706983944665286,0.00280389269945491,1400,FALSE
BERT,wto,-0.373234681884675,0.0143829546057365,0.148597826535324,0.104392655601397,0.0120147696853854,0.890416301228622,1400,FALSE
BERT,EIA,-0.015801808510229,0.0156696819228731,0.0430994932513086,0.0329357138934129,0.713890850711611,0.634241331373311,1400,FALSE
BERT,InvestAgree,0.0579134198458547,0.253870120628963,0.0869771051280572,0.0614416901362963,0.505509081237816,3.59797301279219e-05,1400,FALSE
BERT,MDBDummy,0.268611752717856,2.6779185718608,0.177337547948373,0.919670438128373,0.129850439110356,0.00359324888074752,1400,FALSE
BERT,NDCActOnly,0.184025324588681,0.0328804729193132,0.112811194707085,0.0946538943761375,0.102833721448748,0.728309006465747,1400,FALSE
BERT,NDCnonGHG,-0.181333348562618,0.0600116018748147,0.110288631240519,0.0764286015588027,0.100140923887068,0.432337359149022,1400,FALSE
BERT,NDC15,-0.491702201984156,0.023620582437694,0.638308790892661,2.37912638429788,0.441109933597802,0.992078525732973,1400,FALSE
BERT,NDC16,0.306009429187895,0.101076133174398,0.24026256987809,0.176484597879515,0.202788949083319,0.566834775896188,1400,FALSE
BERT,NDC17,0.0654065431691416,0.261335527042724,0.242544902360128,0.187081573248533,0.787415857301939,0.162441591095673,1400,FALSE
BERT,NDC18,0.26601193225235,0.147089139770374,0.270454236483234,0.195928589865746,0.325324692097394,0.452816179860613,1400,FALSE
BERT,RecipientWRIVul,-1.61602794267047,0.624655302498983,0.661258111093904,0.563516955825529,0.0145307172346179,0.267648423189775,1400,FALSE
BERT,CPIAPublicAdm,0.0455038217543815,0.14182898341373,0.121915888652755,0.0917257903522315,0.708970221833298,0.122049518653125,1400,FALSE
BERT,CPIAbudget,-0.039564396489208,-0.0822511308917465,0.110134525040945,0.0899502976531113,0.719417798668958,0.360503322429371,1400,FALSE
BERT,RecipientGDPtot,0.017689896666923,0.157326495077012,0.0374053411727963,0.030131509337009,0.63626715181951,1.77644523979836e-07,1400,FALSE
BERT,ProviderGDPtot,0.0217303478769108,-0.0205177226958249,0.0637938813861035,0.0475731887544205,0.733379332292073,0.666259322072843,1400,FALSE
BERT,RecipientPop,0.410739801568018,-0.34846745336607,0.35736783886069,0.342867274228447,0.250412754243045,0.309470661449814,1400,FALSE
BERT,ProviderPop,-0.361995558122798,0.600527143814012,0.943921898642226,0.726251126198529,0.701347884365775,0.408301480178713,1400,FALSE
BERT,Recipientdebt,-0.200182561659524,0.176100524690392,0.209344726847968,0.153355129341511,0.338953987090246,0.250837124584125,1400,FALSE
BERT,Providerdebt,0.430905171656272,0.25926252198875,0.183620595031289,0.125172214419533,0.0189397447800497,0.0383357579314805,1400,FALSE
BERT,RecipientfisB,0.956528500676652,0.268128789131223,1.59432090997893,1.22423551184199,0.548533007689211,0.82663655061702,1400,FALSE
BERT,ProviderfisB,1.75846518373526,3.32256175208397,1.57988223230899,1.01288745101419,0.265693136061381,0.0010370145836176,1400,FALSE
BERT,distw,-0.144140308779957,0.171222741231788,0.107652222077559,0.0851035899398401,0.180588868041842,0.0442269751381912,1400,FALSE
